symbol1,symbol2,p_value,correlation
ETHFIUSDT,YGGUSDT,1.3681245890585212e-07,0.9575652037469748
LSKUSDT,ONTUSDT,1.3745467448004744e-07,0.9734861892556654
ACEUSDT,PYRUSDT,1.3909531044238392e-07,0.9596044174182701
KDAUSDT,WAXPUSDT,1.4022798698543766e-07,0.9761947686102175
GMTUSDT,THEUSDT,1.4334100995819762e-07,0.9590881635982711
ONTUSDT,RADUSDT,1.4346634636518542e-07,0.9551264715500434
VELODROMEUSDT,YGGUSDT,1.4537660756187875e-07,0.9863790472104048
DUSDT,STGUSDT,1.496701430608739e-07,0.9657207565438016
C98USDT,DOTUSDT,1.4988347952904138e-07,0.9546645305605587
DUSDT,WAXPUSDT,1.5043864563012835e-07,0.9535103196158746
CYBERUSDT,ETHFIUSDT,1.511143679581781e-07,0.950744715959518
C98USDT,ICXUSDT,1.5163281145825493e-07,0.959162787529551
AMPUSDT,AXSUSDT,1.5346426761783954e-07,0.9815279795677191
HOOKUSDT,MEMEUSDT,1.5483869580520456e-07,0.9741688939649006
SUSHIUSDT,XECUSDT,1.5941468898697198e-07,0.9627390855030296
CAKEUSDT,DGBUSDT,1.600988874075904e-07,0.951675966427966
ASTRUSDT,DYMUSDT,1.6041447404549085e-07,0.9828369824272047
ALPHAUSDT,YGGUSDT,1.6504931139343892e-07,0.9705198644067993
1INCHUSDT,YGGUSDT,1.6873825860900255e-07,0.9576115873442859
WANUSDT,YGGUSDT,1.6945682323900387e-07,0.964508769026232
BNTUSDT,OXTUSDT,1.6996063303933514e-07,0.9617940621920238
ICXUSDT,YGGUSDT,1.7463863914189694e-07,0.9657499574722576
CELOUSDT,YGGUSDT,1.7469496192042005e-07,0.9617458116657833
GMTUSDT,MEUSDT,1.7823504545874003e-07,0.9665683308441407
CHESSUSDT,MOVRUSDT,1.7905937165864396e-07,0.9613234767666075
ACAUSDT,SANDUSDT,1.8450444134325264e-07,0.969329085340628
AXLUSDT,LUNAUSDT,1.9172238329317236e-07,0.9599402715696764
ATAUSDT,FIDAUSDT,1.923220144218313e-07,0.971398098566467
EGLDUSDT,MINAUSDT,1.9241887376425873e-07,0.9517570806937696
DYMUSDT,PIXELUSDT,1.946915083592695e-07,0.9580110252235577
AIUSDT,STGUSDT,1.950194490841277e-07,0.9710347375104709
ATMUSDT,XECUSDT,1.9578591684009833e-07,0.9655714873891179
ALPHAUSDT,HAEDALUSDT,1.9742089800104768e-07,0.9699636679678914
NFPUSDT,OPUSDT,1.976144917313413e-07,0.9658490581105158
TLMUSDT,YGGUSDT,1.9969430054426646e-07,0.9678830182747025
CTSIUSDT,MINAUSDT,2.023834920010408e-07,0.9516828854515692
RSRUSDT,XVGUSDT,2.0618519896751176e-07,0.952891658079463
PHAUSDT,THETAUSDT,2.1570245243032128e-07,0.9500131894032132
HOTUSDT,QIUSDT,2.2020327140440297e-07,0.9586840752456954
KMDUSDT,PUNDIXUSDT,2.2184840676050322e-07,0.9710405068417493
GLMRUSDT,MEUSDT,2.2188886169958392e-07,0.9754939059672562
COMPUSDT,XECUSDT,2.2467578784510241e-07,0.9756929702529854
1000CATUSDT,HAEDALUSDT,2.2514650371413996e-07,0.9631277125504091
JUVUSDT,MLNUSDT,2.2877003039172106e-07,0.9500558141296673
CYBERUSDT,PIXELUSDT,2.2989045632609484e-07,0.9778144687517651
RADUSDT,TKOUSDT,2.330931296295952e-07,0.952038429714037
FILUSDT,ONTUSDT,2.411672457659208e-07,0.9544299616826308
C98USDT,IOSTUSDT,2.424969451189634e-07,0.957464208912887
AMPUSDT,LRCUSDT,2.4920501912926827e-07,0.9589747031333085
COMPUSDT,DGBUSDT,2.532094475554914e-07,0.9550894904865497
COMPUSDT,DCRUSDT,2.55577320589078e-07,0.961036324143706
AMPUSDT,HOTUSDT,2.584005478737928e-07,0.9526571788315608
ALCXUSDT,CHESSUSDT,2.584845254045284e-07,0.9728879160630123
CVXUSDT,RAREUSDT,2.6080397515318593e-07,0.9552134878600751
ASTRUSDT,TIAUSDT,2.642728433368386e-07,0.9650553218189571
SCRTUSDT,THEUSDT,2.6442173486204626e-07,0.9668770687634514
CKBUSDT,THEUSDT,2.6615777418063075e-07,0.960319820460028
FLMUSDT,LSKUSDT,2.6951554441308963e-07,0.9532058022351146
QUICKUSDT,RVNUSDT,2.7394749008059766e-07,0.9543296093935933
AIUSDT,PYRUSDT,2.833911222921013e-07,0.97562688448505
PERPUSDT,XECUSDT,2.859155581878077e-07,0.9617548480319081
IQUSDT,POLUSDT,2.8751338602565156e-07,0.9506519599326486
DCRUSDT,SCRTUSDT,2.946268983590101e-07,0.9581402854403597
MEMEUSDT,THEUSDT,2.949281437092175e-07,0.955389697329155
RADUSDT,XTZUSDT,3.0099762985181607e-07,0.9512348185894645
WUSDT,YGGUSDT,3.037564961162632e-07,0.9563633314682
AUDIOUSDT,XECUSDT,3.1317058090323044e-07,0.9506237270981153
LOKAUSDT,VOXELUSDT,3.228494689586935e-07,0.9512685434655325
MEUSDT,ZKUSDT,3.2801908506358116e-07,0.9577589598446106
BANDUSDT,YGGUSDT,3.3431514014376573e-07,0.9560774851882963
BAKEUSDT,XECUSDT,3.3560547750542173e-07,0.9688346167911615
MEUSDT,SLPUSDT,3.3861688251437634e-07,0.9665185120712472
NFPUSDT,STGUSDT,3.4989250882535246e-07,0.9594985229745141
1INCHUSDT,SUSHIUSDT,3.508528865357988e-07,0.956573271367777
LUMIAUSDT,QIUSDT,3.5296660553825586e-07,0.9729155455089763
DUSDT,MBOXUSDT,3.562827938570457e-07,0.9551728163475596
ACAUSDT,ILVUSDT,3.579450237631737e-07,0.971871434320324
GTCUSDT,MEUSDT,3.602410417749849e-07,0.97038823127569
DCRUSDT,RADUSDT,3.614473720823259e-07,0.955042407160801
HOOKUSDT,PIXELUSDT,3.6354812526752066e-07,0.9850883317523423
MEUSDT,ONEUSDT,3.678236901535339e-07,0.9620285882196423
AVAUSDT,BNTUSDT,3.697021862870065e-07,0.9500657215393936
AMPUSDT,ICXUSDT,3.6985789797856774e-07,0.9613585082496046
ETHFIUSDT,MAGICUSDT,3.708254325688458e-07,0.9521192295053574
TLMUSDT,TUSDT,3.7602758943280647e-07,0.9661792360415605
LISTAUSDT,XAIUSDT,3.7626605668418955e-07,0.9705234556893614
FLMUSDT,YGGUSDT,3.7892546381857055e-07,0.9579744812194669
IDUSDT,WUSDT,3.7939065830607945e-07,0.9531127603629286
C98USDT,MEUSDT,3.825329863817294e-07,0.9733469357898573
PYRUSDT,XAIUSDT,3.94146578301724e-07,0.9618000173263882
ACHUSDT,HAEDALUSDT,4.031388426927974e-07,0.9665800002455398
BANDUSDT,SNXUSDT,4.0795237536472686e-07,0.9641790288208859
QUICKUSDT,UTKUSDT,4.107802945405377e-07,0.9545303123990182
NFPUSDT,SNXUSDT,4.174042433949453e-07,0.9715270887075166
DUSDT,ZKUSDT,4.26201705889742e-07,0.9660029933757357
DODOUSDT,FIDAUSDT,4.2692546018700864e-07,0.9774537462098413
ALPHAUSDT,IDEXUSDT,4.2770289997706657e-07,0.9510603725602338
BARUSDT,FILUSDT,4.397798392964783e-07,0.9652498198437794
FLOWUSDT,YGGUSDT,4.411188427201618e-07,0.9607904510144172
AVAUSDT,VELODROMEUSDT,4.437856510913797e-07,0.9706923853183299
AIUSDT,WUSDT,4.4793015241058136e-07,0.9594510235375981
HOOKUSDT,STRKUSDT,4.5715881397060365e-07,0.9798586873233096
IOTAUSDT,SXPUSDT,4.723991689766998e-07,0.9530503356102606
HOOKUSDT,MEUSDT,4.765262298881658e-07,0.9734035986474721
AIUSDT,STRKUSDT,4.857420445625703e-07,0.9827752959692218
HFTUSDT,NFPUSDT,4.96966021714555e-07,0.9734295277934355
BAKEUSDT,FLOWUSDT,5.044804471593594e-07,0.9688931797532959
ALCXUSDT,SANDUSDT,5.090848448353709e-07,0.9504497865885974
ACAUSDT,SPELLUSDT,5.288570173508409e-07,0.9682786023672113
FARMUSDT,FLOWUSDT,5.346922693559504e-07,0.9518313063278873
KMDUSDT,YGGUSDT,5.416512908369272e-07,0.9536733834508329
FLMUSDT,WANUSDT,5.432506948762385e-07,0.9580653196180051
GTCUSDT,KDAUSDT,5.449518241070044e-07,0.9530469943577793
FILUSDT,FLMUSDT,5.526329850844097e-07,0.9519098421963396
DGBUSDT,PHAUSDT,5.64101356677503e-07,0.9555352575149553
AIUSDT,PIXELUSDT,5.731942632184719e-07,0.9708570557773333
MEUSDT,UMAUSDT,5.770907657744834e-07,0.956580892995007
CHESSUSDT,KDAUSDT,5.817113795930291e-07,0.9661813272021791
AMPUSDT,EGLDUSDT,5.892058557087714e-07,0.9598268040301745
FIOUSDT,MEUSDT,5.89573966533156e-07,0.9618366317225892
FLMUSDT,FLOWUSDT,5.89828323924405e-07,0.9526094978261626
1INCHUSDT,KDAUSDT,5.90703904902886e-07,0.9595141813415907
METISUSDT,THEUSDT,5.981545713873135e-07,0.9517584905897781
ACEUSDT,NTRNUSDT,6.025467767268417e-07,0.9572903915054615
CVXUSDT,FILUSDT,6.160243399418525e-07,0.9657412192461369
AVAUSDT,DCRUSDT,6.17649532703945e-07,0.9524809803147453
MANAUSDT,SANDUSDT,6.209744509540844e-07,0.9615890454542091
DCRUSDT,RAREUSDT,6.274286421063389e-07,0.9596786734528174
DASHUSDT,DGBUSDT,6.275573420907806e-07,0.9599906681251252
LUNAUSDT,PIXELUSDT,6.311071078409793e-07,0.9607965921956652
ICXUSDT,IOTAUSDT,6.543618190139252e-07,0.9617218242584166
1MBABYDOGEUSDT,VELODROMEUSDT,6.816876019267661e-07,0.9849601947394043
ACAUSDT,DUSDT,7.155179136931992e-07,0.9674742222181824
ALCXUSDT,MEUSDT,7.18336880677423e-07,0.9590936846941696
AMPUSDT,DOTUSDT,7.186556121419023e-07,0.9766322031715081
KDAUSDT,SLPUSDT,7.238009213604692e-07,0.9687753682634267
MEUSDT,WINUSDT,7.453001170392717e-07,0.9566625131629254
ARUSDT,GUSDT,7.467130632515055e-07,0.9828562740430992
DGBUSDT,SXPUSDT,7.493516243040374e-07,0.9523635084133966
BANDUSDT,SUSHIUSDT,7.557693704585127e-07,0.9528132829690024
DCRUSDT,FLMUSDT,7.62109011977825e-07,0.9595831064647743
ACMUSDT,MEUSDT,7.757211002394402e-07,0.9528355045875406
NEOUSDT,XECUSDT,7.978108018609934e-07,0.9642630747716662
GMTUSDT,VELODROMEUSDT,8.018006749651259e-07,0.9748514274622184
ONTUSDT,ZILUSDT,8.066240232703204e-07,0.9505438157847166
KDAUSDT,MANAUSDT,8.164044776760704e-07,0.9843322771521069
COMPUSDT,FLOWUSDT,8.182657732837052e-07,0.9796078588493248
ALCXUSDT,YGGUSDT,8.385154990393807e-07,0.9614139987993026
FILUSDT,YGGUSDT,8.51930313398187e-07,0.9651656194534409
TUSDT,VOXELUSDT,8.539014140427499e-07,0.9596322882834972
BSWUSDT,MBOXUSDT,8.650790330114672e-07,0.9529131616570253
CVXUSDT,YFIUSDT,8.696066863294579e-07,0.9610906749439294
1000CATUSDT,GMTUSDT,8.761702484433977e-07,0.9662273086858016
THEUSDT,XECUSDT,9.071569632218276e-07,0.9506346228215774
DUSDT,OPUSDT,9.175012803253557e-07,0.9524715681371164
DCRUSDT,XECUSDT,9.196684618742958e-07,0.9673201182524503
DUSDT,OSMOUSDT,9.294596573075978e-07,0.9554517680736413
BIFIUSDT,TLMUSDT,9.329658382144124e-07,0.960518519431809
DCRUSDT,QUICKUSDT,9.650104503193952e-07,0.9752610267900442
DENTUSDT,PUNDIXUSDT,9.784241040469729e-07,0.9605262839391463
LUNAUSDT,NFPUSDT,9.81092173700754e-07,0.9597696342258156
LUMIAUSDT,MAVUSDT,9.990184688239972e-07,0.9838862528096947
MEUSDT,STRKUSDT,1.0041333548679084e-06,0.9688922650558927
DUSDT,IDEXUSDT,1.0076587966113275e-06,0.9656857349194929
LUMIAUSDT,TLMUSDT,1.033500185053445e-06,0.9814438185501947
AIXBTUSDT,VANRYUSDT,1.0359274307470463e-06,0.9542887767158423
ONTUSDT,YGGUSDT,1.0565107294724824e-06,0.9655520277741128
AXSUSDT,TUSDT,1.0568488630888782e-06,0.9547948648585501
CYBERUSDT,WUSDT,1.0736726488116611e-06,0.9743679789536346
MEUSDT,QIUSDT,1.0770817892873078e-06,0.9586731007953123
DUSDT,IOSTUSDT,1.080784363721584e-06,0.9540652595505462
DYMUSDT,NTRNUSDT,1.086519677518981e-06,0.9798598217120444
DASHUSDT,FLMUSDT,1.0873275982571138e-06,0.9632745900756986
AUDIOUSDT,SCRTUSDT,1.094586581212235e-06,0.9555681077263328
FILUSDT,MLNUSDT,1.0963744648770119e-06,0.9527060896581103
DUSDT,RONINUSDT,1.1042478849211704e-06,0.9584690646320381
GRTUSDT,POLUSDT,1.1070891388123666e-06,0.9891590839756003
ADXUSDT,RAREUSDT,1.1075023872521503e-06,0.9517592699237267
CHESSUSDT,TUSDT,1.1122407876145514e-06,0.9520436880105227
ALPHAUSDT,C98USDT,1.113628260488982e-06,0.9625735751854412
GLMRUSDT,NFPUSDT,1.1164649599533638e-06,0.968278993866608
ALGOUSDT,DOTUSDT,1.1320361198395674e-06,0.9517786746061557
ONEUSDT,SCRTUSDT,1.160120314949663e-06,0.9736959195500857
BANDUSDT,C98USDT,1.1653201558462124e-06,0.955521901562773
FLOWUSDT,FORTHUSDT,1.1719068989684695e-06,0.9546150220245502
HAEDALUSDT,OSMOUSDT,1.1726974316447487e-06,0.9615807934429711
MOVRUSDT,WINUSDT,1.1869463403947677e-06,0.9652216882984151
CHRUSDT,LUMIAUSDT,1.1998881628739686e-06,0.9771925361422782
DCRUSDT,FARMUSDT,1.2123066857978953e-06,0.9511716049122645
NFPUSDT,STRKUSDT,1.213236842962061e-06,0.9811060234589829
ALCXUSDT,DODOUSDT,1.2148300036916233e-06,0.9602302298819912
DYDXUSDT,NFPUSDT,1.222943477080459e-06,0.9738123434678928
DASHUSDT,MEUSDT,1.2272569497437393e-06,0.9589157654082852
ACAUSDT,CHESSUSDT,1.2297162683717683e-06,0.9612778616214528
SUSHIUSDT,YGGUSDT,1.2342234233570254e-06,0.9538837605888855
ROSEUSDT,SYSUSDT,1.2374452698125585e-06,0.9523088891716244
ADXUSDT,DODOUSDT,1.2378620155843797e-06,0.9599983724201937
BARUSDT,DODOUSDT,1.2448490167525397e-06,0.955615805272237
MOVRUSDT,NKNUSDT,1.289532260212339e-06,0.9516683699250278
AUDIOUSDT,MEUSDT,1.3005896509703622e-06,0.9585851726307614
BNTUSDT,SXPUSDT,1.3031094593926768e-06,0.9568018211254687
MEUSDT,ROSEUSDT,1.3157338411627339e-06,0.9680210477913799
IOTAUSDT,YGGUSDT,1.3313351356195666e-06,0.9676519511773634
AMPUSDT,ATAUSDT,1.3327485134970661e-06,0.9611865228536105
BANDUSDT,GRTUSDT,1.3369750851620677e-06,0.9563917837955338
AIXBTUSDT,KAIAUSDT,1.355822850728653e-06,0.9506329022687927
C98USDT,CVXUSDT,1.3779417109856627e-06,0.9729666556244663
MEUSDT,MINAUSDT,1.4131611920454106e-06,0.963373907301985
DUSKUSDT,HAEDALUSDT,1.4132250184843605e-06,0.9735598790378421
IOSTUSDT,MINAUSDT,1.4144487311992618e-06,0.9526198328763803
ALCXUSDT,ALICEUSDT,1.4359487844037328e-06,0.9575176880391303
DYMUSDT,THEUSDT,1.4478516083189671e-06,0.9604659138299318
CAKEUSDT,RAREUSDT,1.46295571241659e-06,0.9577497968209828
BARUSDT,DGBUSDT,1.497381271706303e-06,0.9578236524913613
CHRUSDT,MEUSDT,1.4986364832554391e-06,0.9706016837321061
MANTAUSDT,OSMOUSDT,1.5283642603732984e-06,0.9791745671941476
HAEDALUSDT,HOOKUSDT,1.535808257023071e-06,0.9508273887826176
DENTUSDT,YGGUSDT,1.5514359379182236e-06,0.9593521502282604
1INCHUSDT,FIDAUSDT,1.6001817540170652e-06,0.9625473002247544
AMPUSDT,ILVUSDT,1.6209682666302788e-06,0.9781151939617371
C98USDT,YGGUSDT,1.6263811098338169e-06,0.9690886648073193
BOMEUSDT,CGPTUSDT,1.6946357990211892e-06,0.9752077568610796
ORDIUSDT,THEUSDT,1.7157908056000586e-06,0.9624945171101816
DASHUSDT,ONTUSDT,1.7367455633946386e-06,0.9699237333554153
ARDRUSDT,YGGUSDT,1.7659263139988043e-06,0.9520322549651745
CELOUSDT,CVXUSDT,1.8034150385055828e-06,0.9749947055348794
FIDAUSDT,MOVRUSDT,1.805488888333998e-06,0.9778129523620492
JUVUSDT,RONINUSDT,1.8058771723101472e-06,0.9619612224097122
BAKEUSDT,DODOUSDT,1.8192453373785997e-06,0.9538125766314012
AMPUSDT,DODOUSDT,1.8787107423496236e-06,0.9622103211285796
LAZIOUSDT,MEUSDT,1.891038877982577e-06,0.9556490680920147
AMPUSDT,SUSHIUSDT,1.8992683149995806e-06,0.9593454526524795
DUSKUSDT,RONINUSDT,1.9050030531162935e-06,0.9554977161635685
CHESSUSDT,SCRTUSDT,1.916309415955114e-06,0.9732016791270317
PORTALUSDT,STRKUSDT,2.0878159326065327e-06,0.977090586660033
ONTUSDT,XECUSDT,2.1103124236973413e-06,0.9555079605832871
PSGUSDT,QUICKUSDT,2.1415232265902387e-06,0.9725305859599681
FLUXUSDT,RONINUSDT,2.170445740914147e-06,0.9630101011521164
LISTAUSDT,RPLUSDT,2.1732110683593958e-06,0.962693965610355
DYMUSDT,TIAUSDT,2.2244517393883206e-06,0.9834054752973562
CELRUSDT,MEUSDT,2.2709386692857213e-06,0.9678787992681871
GMTUSDT,NFPUSDT,2.2893794892947853e-06,0.9544697846085787
GMTUSDT,METISUSDT,2.3039980948127187e-06,0.971161814406958
PIXELUSDT,STGUSDT,2.320842861870853e-06,0.9646654427517836
AIUSDT,CTSIUSDT,2.3369544186354105e-06,0.9611708236370102
AMPUSDT,OXTUSDT,2.3398520402139664e-06,0.9794628267824507
PYTHUSDT,RADUSDT,2.3541260318281498e-06,0.9645609531049566
DYMUSDT,OSMOUSDT,2.3752980940813173e-06,0.9887265817324972
VELODROMEUSDT,ZROUSDT,2.393360914344747e-06,0.9684937320050722
BNTUSDT,SUSHIUSDT,2.4190543495857785e-06,0.9515260305604741
NTRNUSDT,TIAUSDT,2.4375187042247585e-06,0.9631651370528961
MEUSDT,PERPUSDT,2.5957632104287443e-06,0.9557775899837193
HAEDALUSDT,SCRTUSDT,2.6177769279927756e-06,0.9599427303238427
ARKMUSDT,PHBUSDT,2.619472781111981e-06,0.9630565575389316
ACEUSDT,XAIUSDT,2.64042486557876e-06,0.9737233373535944
DCRUSDT,IDEXUSDT,2.6441599976912815e-06,0.9525523871851308
AMPUSDT,XTZUSDT,2.667612994748197e-06,0.9556370574140829
MEUSDT,YGGUSDT,2.669197719422734e-06,0.971927297021558
DOGSUSDT,VELODROMEUSDT,2.710617028981092e-06,0.9864373833690996
DUSDT,ONGUSDT,2.716046348359812e-06,0.9629727974603405
FILUSDT,IDEXUSDT,2.7407054650137364e-06,0.9513778983843205
DOTUSDT,IOTAUSDT,2.745847020851777e-06,0.9524110977541214
BATUSDT,CVXUSDT,2.842981493545186e-06,0.9589688017845441
SHELLUSDT,THEUSDT,2.8672031887031563e-06,0.9667417079854634
DUSDT,LTOUSDT,2.869313670652901e-06,0.961893641424965
AMPUSDT,DGBUSDT,2.9692203624207097e-06,0.9576880965768412
FILUSDT,MOVRUSDT,2.977199457677064e-06,0.9731581750286341
LUNCUSDT,VELODROMEUSDT,2.997849948250561e-06,0.9772828570766009
ALTUSDT,LUMIAUSDT,3.045302256485583e-06,0.9862614710492617
BIOUSDT,CGPTUSDT,3.060108919769344e-06,0.9613755741966341
MEUSDT,ORDIUSDT,3.078541476597709e-06,0.9608346135423371
FARMUSDT,LUMIAUSDT,3.078631319436723e-06,0.9531864404155457
AIXBTUSDT,PIXELUSDT,3.0999174487042113e-06,0.9512018612606407
ALICEUSDT,TUSDT,3.1173047788961778e-06,0.9597650024178123
VANAUSDT,VELODROMEUSDT,3.159573999647843e-06,0.963756209841449
TUSDT,WAXPUSDT,3.163481360565851e-06,0.9571089228961235
OXTUSDT,RSRUSDT,3.264733423553929e-06,0.9557466014006227
FLMUSDT,IOTAUSDT,3.305179939174106e-06,0.9536713160049076
GALAUSDT,KDAUSDT,3.355456430579083e-06,0.9825924869542783
HOTUSDT,YGGUSDT,3.36516192405259e-06,0.9595482504076299
PIXELUSDT,THEUSDT,3.399104372839097e-06,0.9553875291760455
MEUSDT,SNXUSDT,3.4472877262438216e-06,0.9636264654112447
CAKEUSDT,RADUSDT,3.4537004492084945e-06,0.9504453118831475
BAKEUSDT,MOVRUSDT,3.500007655651263e-06,0.9511448814853725
BANANAUSDT,BOMEUSDT,3.515463517473922e-06,0.9505806028295021
C98USDT,NFPUSDT,3.522966260268352e-06,0.9507632653216073
TRUUSDT,VELODROMEUSDT,3.616722952514185e-06,0.9801594423170362
AMPUSDT,KSMUSDT,3.6209294074590067e-06,0.9796415062536438
NFPUSDT,XAIUSDT,3.625981322352499e-06,0.9775854346362925
MEUSDT,PORTOUSDT,3.6372684792896052e-06,0.9540344142752731
1000CATUSDT,USUALUSDT,3.6730072882718578e-06,0.9568443285550627
TKOUSDT,YGGUSDT,3.6984498202965042e-06,0.9621457989013661
MANTAUSDT,MEUSDT,3.7548283939482763e-06,0.964478840267795
CYBERUSDT,GTCUSDT,3.8011213583279386e-06,0.9504995054512816
ENJUSDT,KDAUSDT,3.82593350781479e-06,0.9650143584509153
FIOUSDT,POLUSDT,4.030367339038183e-06,0.9691748422995842
DODOUSDT,YGGUSDT,4.1551994664634736e-06,0.9643255771938644
DODOUSDT,MEUSDT,4.189751644632016e-06,0.9566193801385886
ACAUSDT,ENJUSDT,4.197098985981765e-06,0.963856747597213
JOEUSDT,THEUSDT,4.344514490902752e-06,0.9561679420792695
OGNUSDT,POLUSDT,4.428830963306092e-06,0.9783094989516736
CGPTUSDT,PHAUSDT,4.492549145749362e-06,0.968832602407367
FIOUSDT,FLOWUSDT,4.5237249910219755e-06,0.9556243398830151
MAVUSDT,PIXELUSDT,4.5697278286661535e-06,0.9662102326588917
ACEUSDT,DYDXUSDT,4.572014420137059e-06,0.9600517413977007
RVNUSDT,YGGUSDT,4.572161555176607e-06,0.9569094067390377
LUNAUSDT,PYTHUSDT,4.606861251225897e-06,0.9525672463055639
MEUSDT,NTRNUSDT,4.637358235359977e-06,0.9638479023645182
PIXELUSDT,WLDUSDT,4.645201855217132e-06,0.9752749385605939
MEUSDT,WOOUSDT,4.786145579456501e-06,0.9659854509959818
ONEUSDT,VELODROMEUSDT,4.795978921409998e-06,0.9717660643719847
ALTUSDT,STRKUSDT,4.812975875145811e-06,0.9873092976756712
LUNAUSDT,MEUSDT,5.030961059685238e-06,0.9708899928110266
ALCXUSDT,MOVRUSDT,5.036770548402558e-06,0.9622924017379785
NOTUSDT,THEUSDT,5.184137573797579e-06,0.9501722578632763
HAEDALUSDT,HOTUSDT,5.263991504653989e-06,0.9507492566414288
ETHFIUSDT,MAVUSDT,5.264326271022623e-06,0.9575813561649171
MEUSDT,PHBUSDT,5.324862252809078e-06,0.9530729858058997
BBUSDT,VELODROMEUSDT,5.329747538296037e-06,0.978621495357212
GTCUSDT,PIXELUSDT,5.3844074190492156e-06,0.9741556379513002
PIXELUSDT,RIFUSDT,5.398138877135174e-06,0.9712707411960128
GTCUSDT,NFPUSDT,5.4358072819236e-06,0.9556349513721017
RUNEUSDT,VANAUSDT,5.455160960938532e-06,0.954410168239486
DUSDT,KMDUSDT,5.464778535985161e-06,0.958886463871004
HAEDALUSDT,SYSUSDT,5.497621399214436e-06,0.9593233502258124
CVCUSDT,YGGUSDT,5.620978309016866e-06,0.9558477093723045
FLMUSDT,ONTUSDT,5.865679846702907e-06,0.9671814491374893
CATIUSDT,MEUSDT,5.918841971318e-06,0.9694194716586574
STRKUSDT,XAIUSDT,5.950485031320593e-06,0.9875576041165468
PHBUSDT,THEUSDT,6.071734716497521e-06,0.9546838952966915
OMNIUSDT,PYRUSDT,6.1429359246728994e-06,0.9502737923602353
FIDAUSDT,QTUMUSDT,6.186126967960306e-06,0.9590329558397038
SXPUSDT,YGGUSDT,6.274654627100592e-06,0.9613220227927395
MOVRUSDT,SLPUSDT,6.344622066958619e-06,0.9703565907838398
LTOUSDT,MEUSDT,6.512834601387588e-06,0.9647122117508372
AXSUSDT,QIUSDT,6.593830627385288e-06,0.9611271145211432
AVAUSDT,BIOUSDT,6.892984893152609e-06,0.9631196338340886
ARBUSDT,POLUSDT,6.964479459946326e-06,0.9869092382486896
DCRUSDT,YGGUSDT,7.035152820991618e-06,0.9512313419996128
AIUSDT,HFTUSDT,7.051452503068836e-06,0.9747385265194197
BAKEUSDT,FIDAUSDT,7.088729231123086e-06,0.9541572515243552
AIUSDT,PERPUSDT,7.2009925299566946e-06,0.9563729185943548
CELOUSDT,HAEDALUSDT,7.2026572429378215e-06,0.9564361801953909
BNTUSDT,ONTUSDT,7.644657880329877e-06,0.9517931374680455
ACEUSDT,MEUSDT,7.693946168135454e-06,0.9717936367259663
ALPHAUSDT,XECUSDT,7.760865383092817e-06,0.9653568555175097
CVXUSDT,PERPUSDT,7.823314396925008e-06,0.9500616476191606
ACXUSDT,LAZIOUSDT,7.851338987292236e-06,0.968611194212456
MEUSDT,VANRYUSDT,7.867514493490149e-06,0.9603598148599743
LUMIAUSDT,ROSEUSDT,8.020257694833704e-06,0.9775380766755226
ALICEUSDT,LUMIAUSDT,8.12314866783481e-06,0.9703407269687933
AIUSDT,GLMRUSDT,8.16952888755384e-06,0.9644653621716208
SYSUSDT,TUSDT,8.258552451421652e-06,0.95402188787138
AXSUSDT,ZKUSDT,8.301363035523236e-06,0.9669917733829035
HAEDALUSDT,RSRUSDT,8.378348951460807e-06,0.9566641200603634
METISUSDT,RONINUSDT,8.392312572420353e-06,0.9577666742100507
BAKEUSDT,YGGUSDT,8.613839426584205e-06,0.9559396834442541
C98USDT,SCRTUSDT,8.82247600912746e-06,0.9822466434355935
MEUSDT,RDNTUSDT,8.884333432445955e-06,0.9629379517503719
DUSDT,DUSKUSDT,8.91483329731876e-06,0.963164937711757
MOVRUSDT,PERPUSDT,8.970215789943596e-06,0.9765714661407287
ADXUSDT,ZKUSDT,9.061786762561362e-06,0.9529306327332524
PIXELUSDT,WAXPUSDT,9.216866559266909e-06,0.9581295421047172
CFXUSDT,PYTHUSDT,9.44021145304315e-06,0.9693768285533394
1INCHUSDT,MEUSDT,9.491431285768e-06,0.9552063203522814
ASTRUSDT,THEUSDT,9.560778618700268e-06,0.9511294480156722
MDTUSDT,PYTHUSDT,9.651694075757857e-06,0.952202450993702
MOVRUSDT,VELODROMEUSDT,9.697162520020423e-06,0.97653929830743
ACAUSDT,GTCUSDT,9.749259677810961e-06,0.9564281518324363
HOOKUSDT,NFPUSDT,9.84199948901897e-06,0.9726289587119564
BANDUSDT,DIAUSDT,9.865910969428138e-06,0.963298890374635
MANTAUSDT,TIAUSDT,9.895999064089313e-06,0.9671863677886228
ALCXUSDT,KDAUSDT,1.007357940746824e-05,0.9710685691084011
AIUSDT,SNXUSDT,1.0086563339784182e-05,0.9675624822376225
PIXELUSDT,XAIUSDT,1.0236559472110866e-05,0.969553714085299
1INCHUSDT,CVXUSDT,1.0258984820848727e-05,0.9642957624327115
AMPUSDT,RADUSDT,1.0271623934863259e-05,0.9569483886147376
NFPUSDT,PIXELUSDT,1.0271855104934627e-05,0.9756147697534703
CKBUSDT,MEUSDT,1.0316367527349648e-05,0.9636622299211236
MANTAUSDT,THEUSDT,1.053821224331057e-05,0.9501229775126365
BNTUSDT,DASHUSDT,1.0570199323821668e-05,0.9508504130835292
